Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Categoria	Organismo	Localizacion	Anio	CodigoMuestra	Sufijo	BinID	Locality	Provincia	Habitat
BPVAL250102.MAGScoT_cleanbin_000001	100	1.55	Neural Network (Specific Model)	11	0.823	135671	300.82241301400813	2422136	0.44	2213	50	247761	None	Alta calidad	B	VAL	2025	0102		MAGScoT_cleanbin_000001	Valderejo	Araba	Natural
BPVAL250102.MAGScoT_cleanbin_000002	100	0.01	Neural Network (Specific Model)	11	0.851	81831	305.94779632006845	2516873	0.36	2337	73	244573	None	Alta calidad	B	VAL	2025	0102		MAGScoT_cleanbin_000002	Valderejo	Araba	Natural
BPVAL250102.MAGScoT_cleanbin_000003	99.87	0.03	Neural Network (Specific Model)	11	0.878	48504	298.77014366021234	1632618	0.35	1601	75	131128	None	Alta calidad	B	VAL	2025	0102		MAGScoT_cleanbin_000003	Valderejo	Araba	Natural
BPVAL250102.MAGScoT_cleanbin_000004	88.54	1.27	Neural Network (Specific Model)	11	0.883	12112	329.4083272461651	1530241	0.48	1369	185	56482	None	Calidad media	B	VAL	2025	0102		MAGScoT_cleanbin_000004	Valderejo	Araba	Natural
BPVAL250102.MAGScoT_cleanbin_000005	71.38	2.88	Neural Network (Specific Model)	11	0.915	2604	236.7271505376344	2881869	0.7	3720	1228	38007	None	Calidad media	B	VAL	2025	0102		MAGScoT_cleanbin_000005	Valderejo	Araba	Natural
BPVAL250103.MAGScoT_cleanbin_000001	100	0.09	Neural Network (Specific Model)	11	0.822	50448	299.18641750227897	2393485	0.44	2194	73	163327	None	Alta calidad	B	VAL	2025	0103		MAGScoT_cleanbin_000001	Valderejo	Araba	Natural
BPVAL250103.MAGScoT_cleanbin_000002	92.11	11.74	Neural Network (Specific Model)	11	0.868	6582	273.6398452611219	2440782	0.36	2585	490	30054	None	Calidad aceptable	B	VAL	2025	0103		MAGScoT_cleanbin_000002	Valderejo	Araba	Natural
BPVAL250104.MAGScoT_cleanbin_000001	100	0.18	Neural Network (Specific Model)	11	0.82	102205	299.6878923766816	2443012	0.44	2230	46	312480	None	Alta calidad	B	VAL	2025	0104		MAGScoT_cleanbin_000001	Valderejo	Araba	Natural
BPVAL250104.MAGScoT_cleanbin_000002	96.34	1.5	Neural Network (Specific Model)	11	0.822	11981	316.1017402945114	1721544	0.47	1494	229	58671	None	Alta calidad	B	VAL	2025	0104		MAGScoT_cleanbin_000002	Valderejo	Araba	Natural
BPVAL250104.MAGScoT_cleanbin_000003	99.21	8.69	Neural Network (Specific Model)	11	0.846	8156	275.448210205636	2562856	0.36	2626	523	60094	None	Calidad media	B	VAL	2025	0104		MAGScoT_cleanbin_000003	Valderejo	Araba	Natural
BPVAL250104.MAGScoT_cleanbin_000004	84.67	41.71	Neural Network (Specific Model)	11	0.83	3277	235.91249269148315	4367958	0.35	5131	1607	195587	None	Rejects	B	VAL	2025	0104		MAGScoT_cleanbin_000004	Valderejo	Araba	Natural
BPVAL250105.MAGScoT_cleanbin_000001	100	0.13	Neural Network (Specific Model)	11	0.82	169442	303.93919550982224	2374562	0.44	2138	40	375258	None	Alta calidad	B	VAL	2025	0105		MAGScoT_cleanbin_000001	Valderejo	Araba	Natural
BPVAL250105.MAGScoT_cleanbin_000002	99.99	0.03	Neural Network (Specific Model)	11	0.644	15942	257.8479381443299	3723178	0.35	3104	771	96000	None	Alta calidad	B	VAL	2025	0105		MAGScoT_cleanbin_000002	Valderejo	Araba	Natural
BPVAL250105.MAGScoT_cleanbin_000003	99	0.06	Neural Network (Specific Model)	11	0.881	174526	362.4984520123839	1592597	0.47	1292	9	364853	None	Alta calidad	B	VAL	2025	0105		MAGScoT_cleanbin_000003	Valderejo	Araba	Natural
BPVAL250105.MAGScoT_cleanbin_000004	76.71	5.41	Neural Network (Specific Model)	11	0.881	2521	219.1718963165075	1637847	0.35	2199	723	14683	None	Calidad media	B	VAL	2025	0105		MAGScoT_cleanbin_000004	Valderejo	Araba	Natural
BPZEB240707M.MAGScoT_cleanbin_000001	100	0.09	Neural Network (Specific Model)	11	0.818	152061	302.7522482014389	2466236	0.44	2224	40	260344	None	Alta calidad	B	ZEB	2024	0707	M	MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB240707M.MAGScoT_cleanbin_000002	99.99	0.17	Neural Network (Specific Model)	11	0.837	227408	317.39487675205413	2350939	0.35	2069	31	494809	None	Alta calidad	B	ZEB	2024	0707	M	MAGScoT_cleanbin_000002	Zeberio	Vizcaya	Agricola
BPZEB240707M.MAGScoT_cleanbin_000003	98.56	0.13	Neural Network (Specific Model)	11	0.882	66332	354.1239414934565	1562102	0.48	1299	40	235004	None	Alta calidad	B	ZEB	2024	0707	M	MAGScoT_cleanbin_000003	Zeberio	Vizcaya	Agricola
BPZEB240707M.MAGScoT_cleanbin_000004	99.89	3.02	Neural Network (Specific Model)	11	0.862	29916	286.9866004962779	2007155	0.34	2015	191	313103	None	Alta calidad	B	ZEB	2024	0707	M	MAGScoT_cleanbin_000004	Zeberio	Vizcaya	Agricola
BPZEB240707M.MAGScoT_cleanbin_000005	94.63	8.9	Gradient Boost (General Model)	11	0.755	5213	234.9908536585366	2137909	0.34	2296	664	58647	None	Calidad media	B	ZEB	2024	0707	M	MAGScoT_cleanbin_000005	Zeberio	Vizcaya	Agricola
BPZEB240709M.MAGScoT_cleanbin_000001	100	2.02	Neural Network (Specific Model)	11	0.806	59049	296.9197475202885	2447210	0.44	2218	123	151545	None	Alta calidad	B	ZEB	2024	0709	M	MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB240709M.MAGScoT_cleanbin_000002	70.86	3.37	Neural Network (Specific Model)	11	0.761	2433	218.9861224489796	2110897	0.36	2450	956	38695	None	Calidad media	B	ZEB	2024	0709	M	MAGScoT_cleanbin_000002	Zeberio	Vizcaya	Agricola
BPZEB240711M.MAGScoT_cleanbin_000001	59.61	8.74	Gradient Boost (General Model)	11	0.806	1523	201.55128205128204	1985730	0.39	2652	1275	7289	None	Calidad media	B	ZEB	2024	0711	M	MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB240712M.MAGScoT_cleanbin_000001	100	0.16	Neural Network (Specific Model)	11	0.822	76006	299.2828237410072	2426865	0.44	2224	64	194421	None	Alta calidad	B	ZEB	2024	0712	M	MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB240712M.MAGScoT_cleanbin_000002	93.89	5.3	Neural Network (Specific Model)	11	0.793	8833	266.65398683247986	2755204	0.35	2734	513	42278	None	Calidad media	B	ZEB	2024	0712	M	MAGScoT_cleanbin_000002	Zeberio	Vizcaya	Agricola
BPZEB240717M.MAGScoT_cleanbin_000001	100	0.06	Neural Network (Specific Model)	11	0.819	109075	298.39079946404644	2443469	0.44	2239	49	248952	None	Alta calidad	B	ZEB	2024	0717	M	MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB240717M.MAGScoT_cleanbin_000002	99.09	9.28	Gradient Boost (General Model)	11	0.826	64794	288.2518054886856	2168749	0.34	2077	163	179122	None	Calidad media	B	ZEB	2024	0717	M	MAGScoT_cleanbin_000002	Zeberio	Vizcaya	Agricola
BPZEB240717M.MAGScoT_cleanbin_000003	71.44	2.68	Neural Network (Specific Model)	11	0.821	2441	241.00585137507315	1501562	0.47	1709	677	42307	None	Calidad media	B	ZEB	2024	0717	M	MAGScoT_cleanbin_000003	Zeberio	Vizcaya	Agricola
BPZEB240717M.MAGScoT_cleanbin_000004	54.94	2.76	Neural Network (Specific Model)	11	0.881	5746	276.86614173228344	1316037	0.36	1397	330	27931	None	Calidad media	B	ZEB	2024	0717	M	MAGScoT_cleanbin_000004	Zeberio	Vizcaya	Agricola
BPZEB250701.MAGScoT_cleanbin_000001	100	0.15	Neural Network (Specific Model)	11	0.823	96442	304.3044679871027	2405718	0.44	2171	42	222053	None	Alta calidad	B	ZEB	2025	0701		MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB250701.MAGScoT_cleanbin_000002	97.44	0.21	Gradient Boost (General Model)	11	0.874	115615	310.0455420141116	1655747	0.34	1559	31	224264	None	Alta calidad	B	ZEB	2025	0701		MAGScoT_cleanbin_000002	Zeberio	Vizcaya	Agricola
BPZEB250702.MAGScoT_cleanbin_000001	99.99	0.23	Neural Network (Specific Model)	11	0.84	182423	313.19646613378205	2655541	0.35	2377	50	354211	None	Alta calidad	B	ZEB	2025	0702		MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB250702.MAGScoT_cleanbin_000002	94.18	0.62	Neural Network (Specific Model)	11	0.883	23839	291.08277541083385	1622659	0.35	1643	116	118702	None	Alta calidad	B	ZEB	2025	0702		MAGScoT_cleanbin_000002	Zeberio	Vizcaya	Agricola
BPZEB250702.MAGScoT_cleanbin_000003	81.45	3.33	Neural Network (Specific Model)	11	0.839	3543	246.58947885939037	1789708	0.45	2034	590	12797	None	Calidad media	B	ZEB	2025	0702		MAGScoT_cleanbin_000003	Zeberio	Vizcaya	Agricola
BPZEB250703.MAGScoT_cleanbin_000001	99.99	2.65	Neural Network (Specific Model)	11	0.825	14826	286.74492497793466	2360638	0.44	2266	319	47386	None	Alta calidad	B	ZEB	2025	0703		MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB250703.MAGScoT_cleanbin_000002	92.54	3.01	Neural Network (Specific Model)	11	0.822	6351	267.0937272064187	2668224	0.35	2742	611	205533	None	Alta calidad	B	ZEB	2025	0703		MAGScoT_cleanbin_000002	Zeberio	Vizcaya	Agricola
BPZEB250703.MAGScoT_cleanbin_000003	60.49	0.67	Gradient Boost (General Model)	11	0.852	2230	238.03658536585365	1235088	0.47	1476	615	8599	None	Calidad media	B	ZEB	2025	0703		MAGScoT_cleanbin_000003	Zeberio	Vizcaya	Agricola
BPZEB250704.MAGScoT_cleanbin_000001	100	0.09	Neural Network (Specific Model)	11	0.82	111462	298.01974865350087	2427814	0.44	2228	52	197401	None	Alta calidad	B	ZEB	2025	0704		MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPZEB250704.MAGScoT_cleanbin_000002	95.37	1.25	Neural Network (Specific Model)	11	0.824	23323	333.9654457498272	1758400	0.47	1447	127	84118	None	Alta calidad	B	ZEB	2025	0704		MAGScoT_cleanbin_000002	Zeberio	Vizcaya	Agricola
BPZEB250704.MAGScoT_cleanbin_000003	82.09	17.93	Gradient Boost (General Model)	11	0.821	2674	224.36553524804177	3132969	0.34	3830	1339	22656	None	Rejects	B	ZEB	2025	0704		MAGScoT_cleanbin_000003	Zeberio	Vizcaya	Agricola
BPZEB250704.MAGScoT_cleanbin_000004	80.09	18.77	Gradient Boost (General Model)	11	0.881	5752	275.0022532672375	2075729	0.37	2219	503	26533	None	Rejects	B	ZEB	2025	0704		MAGScoT_cleanbin_000004	Zeberio	Vizcaya	Agricola
BPZEB250705.MAGScoT_cleanbin_000001	100	1.85	Neural Network (Specific Model)	11	0.815	82437	296.11310517529216	2607886	0.44	2396	127	255611	None	Alta calidad	B	ZEB	2025	0705		MAGScoT_cleanbin_000001	Zeberio	Vizcaya	Agricola
BPATZ251103.MAGScoT_cleanbin_000001	100	0.11	Neural Network (Specific Model)	11	0.818	89872	298.43554952510175	2418006	0.44	2211	57	309349	None	Alta calidad	B	ATZ	2025	1103		MAGScoT_cleanbin_000001	Asteazu	Guipuzcoa	Agricola
BPDON240903.MAGScoT_cleanbin_000004	79.72	5	Neural Network (Specific Model)	11	0.772	8049	253.29422581831557	2670929	0.35	2719	621	42364	None	Calidad media	B	DON	2024	0903		MAGScoT_cleanbin_000004	Donostia	Guipuzcoa	Urbano
BPGOR241407M.MAGScoT_cleanbin_000001	99.99	0.08	Neural Network (Specific Model)	11	0.864	168684	318.25714285714287	2278062	0.35	2065	25	333926	None	Alta calidad	B	GOR	2024	1407	M	MAGScoT_cleanbin_000001	Gorbea	Vizcaya	Natural
BPKAR250401.MAGScoT_cleanbin_000003	82.49	1.96	Neural Network (Specific Model)	11	0.882	10930	283.18435091879076	1620493	0.34	1687	231	49962	None	Calidad media	B	KAR	2025	0401		MAGScoT_cleanbin_000003	Karkamo	Araba	Agricola
BPZEB240717M.MAGScoT_cleanbin_000005	66.86	10.76	Neural Network (Specific Model)	11	0.85	3894	231.43711931207451	2275610	0.36	2791	781	41693	None	Calidad aceptable	B	ZEB	2024	0717	M	MAGScoT_cleanbin_000005	Zeberio	Vizcaya	Agricola
