user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
BPGAS240904__BPGAS240904.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.81	0.912	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.45, 0.729; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.73, 0.598; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.13, 0.788; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.35, 0.588	N/A	N/A	N/A	N/A
BPGAS240904__BPGAS240904.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.75	0.748	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 88.61, 0.208; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 91.32, 0.415; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 94.63, 0.576; GCF_900103255.1, s__Gilliamella bombi, 95.0, 89.78, 0.213; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 88.75, 0.177; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.94, 0.552; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 88.42, 0.154; GCF_900094935.1, s__Gilliamella intestini, 95.23, 88.93, 0.174; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 94.32, 0.506	N/A	N/A	N/A	N/A
BPGAS240905__BPGAS240905.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.0	0.946	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 84.31, 0.284; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 83.93, 0.255; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 83.66, 0.152; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.74, 0.379; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.03, 0.258; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.92, 0.739; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.6, 0.38; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.09, 0.636; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.66, 0.611; GCF_900094935.1, s__Gilliamella intestini, 95.23, 84.38, 0.313; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.92, 0.553; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 83.59, 0.236	N/A	N/A	N/A	N/A
BPGAS240906__BPGAS240906.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.13	0.935	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.36, 0.246; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.58, 0.534; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.44, 0.364; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 84.13, 0.152; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.92, 0.723; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.51, 0.359; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.71, 0.244; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.03, 0.606; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.24, 0.302; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 84.18, 0.222; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.34, 0.279; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.35, 0.595	N/A	N/A	N/A	N/A
BPGAS250901__BPGAS250901.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.77	0.93	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.55, 0.605; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.25, 0.785; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.28, 0.586; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.84, 0.728	N/A	N/A	N/A	N/A
BPGAS250902__BPGAS250902.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.77	0.922	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.99, 0.772; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.33, 0.593; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.07, 0.717; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.48, 0.6	N/A	N/A	N/A	N/A
BPGAS250902__BPGAS250902.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.66	0.825	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.33, 0.311; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 83.89, 0.275; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 83.6, 0.157; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.14, 0.274; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.48, 0.567; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.26, 0.291; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.39, 0.375; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 93.79, 0.738; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.51, 0.7; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.8, 0.584; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 83.97, 0.233; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.1, 0.354	N/A	N/A	N/A	N/A
BPGAS250903__BPGAS250903.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.71	0.92	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.39, 0.588; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.783; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.15, 0.725; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.65, 0.606	N/A	N/A	N/A	N/A
BPGAS250904__BPGAS250904.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.26, 0.791; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.91, 0.722; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.54, 0.558; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.63, 0.606	N/A	N/A	N/A	N/A
BPGAS250904__BPGAS250904.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.86	0.901	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPGAS250904__BPGAS250904.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.06	11	0.99091	N/A
BPGAS250904__BPGAS250904.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella communis	GCF_914768045.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella communis	97.32	0.738	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.27, 0.211; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 89.35, 0.298; GCF_914768025.1, s__Snodgrassella gandavensis, 95.0, 89.8, 0.333; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 88.93, 0.329	N/A	N/A	N/A	N/A
BPGAS250904__BPGAS250904.MAGScoT_cleanbin_000005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.89	0.753	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.62, 0.216; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.42, 0.206; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 87.14, 0.24; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.58, 0.339; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.66, 0.207; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 92.77, 0.523; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 93.0, 0.493; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.86, 0.215; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.63, 0.224; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.22, 0.378	N/A	N/A	N/A	N/A
BPGAS250905__BPGAS250905.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.47	0.903	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.96, 0.75; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.5, 0.601; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.84, 0.701; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.24, 0.571	N/A	N/A	N/A	N/A
BPGAS250905__BPGAS250905.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.78	0.872	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPGOR241401M__BPGOR241401M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.88	0.894	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.1, 0.452; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 91.55, 0.565; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.13, 0.324; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.11, 0.337; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 90.96, 0.522; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 83.65, 0.227; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.07, 0.316; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 87.87, 0.43; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.09, 0.313; GCF_900103255.1, s__Gilliamella bombi, 95.0, 84.68, 0.31; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 84.89, 0.317	N/A	N/A	N/A	N/A
BPGOR241401M__BPGOR241401M.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.82	0.893	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.48, 0.551; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.0, 0.744; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.08, 0.687; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.63, 0.602	N/A	N/A	N/A	N/A
BPGOR241407M__BPGOR241407M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.96	0.934	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 83.09, 0.265; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.75, 0.387; GCF_900094935.1, s__Gilliamella intestini, 95.23, 84.62, 0.308; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 83.32, 0.157; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.29, 0.742; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.81, 0.539; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.2, 0.385; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 84.34, 0.294; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.71, 0.607; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 83.26, 0.246; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.1, 0.272; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.73, 0.631	N/A	N/A	N/A	N/A
BPGOR241407M__BPGOR241407M.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.69	0.884	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.27, 0.668; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.01, 0.722; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.95, 0.587; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.67, 0.527	N/A	N/A	N/A	N/A
BPGOR241408M__BPGOR241408M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.89	0.902	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 89.14, 0.59; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.18, 0.695; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.76, 0.577; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.29, 0.754	N/A	N/A	N/A	N/A
BPGOR241408M__BPGOR241408M.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.63	0.923	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.92, 0.274; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.68, 0.371; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.74, 0.345; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.67, 0.575; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.42, 0.275; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.3, 0.651; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 85.24, 0.154; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.82, 0.235; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.69, 0.244; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.5, 0.256; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 97.86, 0.819; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.14, 0.58	N/A	N/A	N/A	N/A
BPGOR241409M__BPGOR241409M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.86	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.78; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.17, 0.586; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.65, 0.597; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.76, 0.722	N/A	N/A	N/A	N/A
BPGOR241409M__BPGOR241409M.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.78	0.882	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103085.1, s__Gilliamella mensalis, 95.0, 91.22, 0.497; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 91.57, 0.458; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.5, 0.251; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.9, 0.239; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.16, 0.242; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.84, 0.229; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.23, 0.256; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.37, 0.215; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 88.48, 0.333; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.67, 0.335	N/A	N/A	N/A	N/A
BPGOR241410M__BPGOR241410M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.77	0.922	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.29, 0.581; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.07, 0.721; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.37, 0.592; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.778	N/A	N/A	N/A	N/A
BPGOR241410M__BPGOR241410M.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.49	11	0.99035	N/A
BPGOR241410M__BPGOR241410M.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.49	0.837	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.02, 0.342; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.28, 0.288; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.89, 0.566; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.75, 0.554; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.17, 0.236; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 93.64, 0.72; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.54, 0.268; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.35, 0.255; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.2, 0.676; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.99, 0.226; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.97, 0.341	N/A	N/A	N/A	N/A
BPGOR251401__BPGOR251401.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.23	0.511	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103085.1, s__Gilliamella mensalis, 95.0, 96.67, 0.246; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 96.26, 0.246; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 94.61, 0.155	N/A	N/A	N/A	N/A
BPGOR251403__BPGOR251403.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.904	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.61, 0.609; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.19, 0.701; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.49, 0.575; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.99, 0.757	N/A	N/A	N/A	N/A
